step,episode,episode_length,episode_return,value_loss,q_loss,policy_loss,alpha,eval_return,eval_std
513000,513,1000,-106.68263081384347,0.17130351066589355,2.373349666595459,-51.32963180541992,0.2,,
514000,514,1000,353.8566249115687,0.15355750918388367,2.2489986419677734,-52.459041595458984,0.2,,
515000,515,1000,449.9940636353923,0.15758217871189117,2.5561699867248535,-52.81536102294922,0.2,,
516000,516,1000,209.39804982464116,0.12812082469463348,2.5054404735565186,-51.46769332885742,0.2,,
517000,517,1000,386.26218936592653,0.17241284251213074,2.183058977127075,-50.9506950378418,0.2,,
518000,518,1000,390.9308614994442,0.1508340835571289,2.4353995323181152,-50.18171691894531,0.2,,
519000,519,1000,-164.8874065585903,0.20400333404541016,2.262190818786621,-51.71451187133789,0.2,,
520000,520,1000,267.19355681851397,0.15870074927806854,2.294537305831909,-51.33273696899414,0.2,,
520000,,,,0.15870074927806854,2.294537305831909,-51.33273696899414,0.2,-11.638142683730793,6.649541509759525
521000,521,1000,271.93386750402715,0.16323764622211456,2.068042516708374,-53.827762603759766,0.2,,
522000,522,1000,283.34291195188575,0.1589425504207611,2.3505139350891113,-51.468597412109375,0.2,,
523000,523,1000,293.131208138056,0.1700124740600586,8.311685562133789,-51.75859069824219,0.2,,
524000,524,1000,-78.18387376382368,0.16526977717876434,2.460663318634033,-52.796607971191406,0.2,,
525000,525,1000,-162.12959911177919,0.21294048428535461,2.48492431640625,-52.49864959716797,0.2,,
526000,526,1000,-47.39151689244568,0.2001064121723175,2.446190357208252,-53.360137939453125,0.2,,
527000,527,1000,413.0839693788524,0.15842050313949585,2.5233781337738037,-51.2648811340332,0.2,,
528000,528,1000,457.7397481252589,0.16653317213058472,2.4885799884796143,-52.53483963012695,0.2,,
529000,529,1000,402.62680145609204,0.1701546609401703,2.793140411376953,-52.46235656738281,0.2,,
530000,530,1000,475.22412826591676,0.17118480801582336,2.122372627258301,-51.389827728271484,0.2,,
530000,,,,0.17118480801582336,2.122372627258301,-51.389827728271484,0.2,-29.144092530092536,3.816578679295335
531000,531,1000,-98.24497457701634,0.1685413420200348,2.8563036918640137,-52.65043640136719,0.2,,
532000,532,1000,277.4204617148468,0.17902371287345886,3.1916747093200684,-53.02796173095703,0.2,,
533000,533,1000,438.65415954227376,0.158071368932724,1.8969067335128784,-51.16495132446289,0.2,,
534000,534,1000,392.42449649553475,0.16929253935813904,2.4114973545074463,-54.04408645629883,0.2,,
535000,535,1000,354.6788610735734,0.17888513207435608,2.0076184272766113,-53.57794952392578,0.2,,
536000,536,1000,220.94369301672882,0.16952267289161682,2.549920082092285,-52.68366241455078,0.2,,
537000,537,1000,139.32526739077505,0.17365601658821106,2.528930187225342,-51.390682220458984,0.2,,
538000,538,1000,58.9692994652768,0.179396390914917,8.714595794677734,-52.57123565673828,0.2,,
539000,539,1000,-5.333616991306725,0.2014247179031372,2.317765951156616,-53.55242156982422,0.2,,
540000,540,1000,388.86427184819684,0.15952011942863464,2.3720176219940186,-54.51007843017578,0.2,,
540000,,,,0.15952011942863464,2.3720176219940186,-54.51007843017578,0.2,-18.638546435086663,14.08394387594121
541000,541,1000,436.3660002508928,0.19740447402000427,2.3807625770568848,-52.9737663269043,0.2,,
542000,542,1000,-51.940281247445235,0.18992608785629272,2.2708559036254883,-51.990936279296875,0.2,,
543000,543,1000,393.78035677857935,0.17106293141841888,2.4452457427978516,-53.86886978149414,0.2,,
544000,544,1000,78.79772438227447,0.18734490871429443,35.8791389465332,-53.00031280517578,0.2,,
545000,545,1000,-46.21457387748037,0.14109337329864502,8.669334411621094,-53.26910400390625,0.2,,
546000,546,1000,182.04008913511225,0.16316135227680206,32.701416015625,-52.708518981933594,0.2,,
547000,547,1000,229.80221388303426,0.13632547855377197,2.6380743980407715,-52.373050689697266,0.2,,
548000,548,1000,14.045885665405756,0.1538493037223816,2.2669503688812256,-53.2274284362793,0.2,,
549000,549,1000,400.6869489548288,0.19428202509880066,2.1382412910461426,-51.369163513183594,0.2,,
550000,550,1000,88.03349268745424,0.171726256608963,1.9290802478790283,-52.51460266113281,0.2,,
550000,,,,0.171726256608963,1.9290802478790283,-52.51460266113281,0.2,58.6891014889261,70.98607238507167
551000,551,1000,77.08488603757307,0.14134009182453156,1.9796284437179565,-53.6961669921875,0.2,,
552000,552,1000,-18.680649059105445,0.18393632769584656,1.902434229850769,-52.99808120727539,0.2,,
553000,553,1000,512.8263465613483,0.15503224730491638,2.4327914714813232,-53.84898376464844,0.2,,
554000,554,1000,559.0580827920678,0.15474224090576172,2.5029563903808594,-53.82337188720703,0.2,,
555000,555,1000,69.57207687818456,0.18846023082733154,31.102554321289062,-54.356239318847656,0.2,,
556000,556,1000,-127.10475940805382,0.15217207372188568,2.6293938159942627,-55.91532897949219,0.2,,
557000,557,1000,81.13810562944047,0.17313355207443237,2.6848108768463135,-53.25339126586914,0.2,,
558000,558,1000,436.65580593711974,0.17962762713432312,8.855775833129883,-52.59501266479492,0.2,,
559000,559,1000,61.519019098201696,0.1498548835515976,1.773363709449768,-52.86872482299805,0.2,,
560000,560,1000,75.76466934810705,0.17268621921539307,7.728217124938965,-53.01671600341797,0.2,,
560000,,,,0.17268621921539307,7.728217124938965,-53.01671600341797,0.2,96.15462865195556,76.97176930330194
561000,561,1000,522.5736601859625,0.14266350865364075,2.6370065212249756,-54.70946502685547,0.2,,
562000,562,1000,147.58406681570216,0.16926045715808868,2.8231968879699707,-56.189414978027344,0.2,,
563000,563,1000,508.7714204849442,0.1371387541294098,8.703258514404297,-53.79591751098633,0.2,,
564000,564,1000,96.59828979533295,0.19223974645137787,2.6349411010742188,-52.71745300292969,0.2,,
565000,565,1000,350.7189252767015,0.17405004799365997,1.8223109245300293,-55.56680679321289,0.2,,
566000,566,1000,416.80052651022214,0.14437802135944366,2.499399185180664,-53.69688415527344,0.2,,
567000,567,1000,78.52131170586392,0.1441599726676941,1.7774255275726318,-53.3218994140625,0.2,,
568000,568,1000,505.51238911334235,0.1480516493320465,1.8341917991638184,-54.31086349487305,0.2,,
569000,569,1000,557.5785882612753,0.16210131347179413,2.3569869995117188,-53.44131088256836,0.2,,
570000,570,1000,209.77535956489615,0.17173784971237183,1.9454842805862427,-52.70913314819336,0.2,,
570000,,,,0.17173784971237183,1.9454842805862427,-52.70913314819336,0.2,330.41609108353134,231.56042208490715
571000,571,1000,-126.76966618139988,0.1364055871963501,3.302246570587158,-56.933067321777344,0.2,,
572000,572,1000,61.92174819046979,0.17073069512844086,2.844416618347168,-53.88252258300781,0.2,,
573000,573,1000,-39.172971174419956,0.14237521588802338,2.926783561706543,-55.254966735839844,0.2,,
574000,574,1000,109.80821652003367,0.21550416946411133,8.904472351074219,-57.01734161376953,0.2,,
575000,575,1000,373.6436264448938,0.19005054235458374,2.9113733768463135,-53.20539855957031,0.2,,
576000,576,1000,-12.761413442689506,0.1528158038854599,7.810398101806641,-55.310630798339844,0.2,,
577000,577,1000,523.9042927482019,0.1775101125240326,9.172364234924316,-55.88589096069336,0.2,,
578000,578,1000,-50.20510412156174,0.15620733797550201,36.81761169433594,-54.88341522216797,0.2,,
579000,579,1000,554.2686035516632,0.20381462574005127,2.0055484771728516,-55.08946990966797,0.2,,
580000,580,1000,290.60716303546656,0.1773773729801178,2.5914855003356934,-55.14167404174805,0.2,,
580000,,,,0.1773773729801178,2.5914855003356934,-55.14167404174805,0.2,501.9471106109146,160.75358144276768
581000,581,1000,-142.56989016297888,0.15466707944869995,2.746788501739502,-53.586849212646484,0.2,,
582000,582,1000,-203.59510139610296,0.157133087515831,2.3996124267578125,-54.438018798828125,0.2,,
583000,583,1000,575.7803956053353,0.1799209862947464,2.708768844604492,-55.151065826416016,0.2,,
584000,584,1000,468.681474862896,0.17141751945018768,2.380474090576172,-55.47856521606445,0.2,,
585000,585,1000,5.31792813863082,0.1621156632900238,2.429945468902588,-54.19932556152344,0.2,,
586000,586,1000,31.6173451870168,0.14584997296333313,1.856414794921875,-55.17900848388672,0.2,,
587000,587,1000,505.8792303116106,0.21106889843940735,1.9887298345565796,-53.26172637939453,0.2,,
588000,588,1000,520.3937054792701,0.1898658573627472,2.6472010612487793,-56.148826599121094,0.2,,
589000,589,1000,-156.4939670187891,0.1654200404882431,2.301278591156006,-54.236000061035156,0.2,,
590000,590,1000,119.80075118885824,0.21110621094703674,102.3919677734375,-55.82358932495117,0.2,,
590000,,,,0.21110621094703674,102.3919677734375,-55.82358932495117,0.2,749.8352353272334,14.210988193456425
591000,591,1000,624.9362429966354,0.16261139512062073,2.55379581451416,-56.27544403076172,0.2,,
592000,592,1000,613.7786824028311,0.1458185613155365,2.6193881034851074,-53.859832763671875,0.2,,
593000,593,1000,603.9292009700541,0.1809171736240387,2.893460512161255,-54.19676208496094,0.2,,
594000,594,1000,581.2029106631562,0.19593429565429688,2.321025848388672,-55.22586441040039,0.2,,
595000,595,1000,610.8673589302181,0.15653878450393677,2.3023970127105713,-56.415428161621094,0.2,,
596000,596,1000,561.5620363780715,0.17397738993167877,2.0264878273010254,-55.88866424560547,0.2,,
597000,597,1000,665.311737828552,0.18157857656478882,2.39085054397583,-55.789573669433594,0.2,,
598000,598,1000,485.41057636688976,0.16059014201164246,2.5207908153533936,-54.20948791503906,0.2,,
599000,599,1000,628.6073245074108,0.15976303815841675,2.6044909954071045,-56.06736755371094,0.2,,
600000,600,1000,-109.75566255202165,0.1579669564962387,8.979742050170898,-56.867469787597656,0.2,,
600000,,,,0.1579669564962387,8.979742050170898,-56.867469787597656,0.2,826.5455965183803,23.51978739814692
601000,601,1000,593.8486900264816,0.18548297882080078,3.6065733432769775,-55.008480072021484,0.2,,
602000,602,1000,57.630927002020115,0.18225052952766418,8.596920013427734,-57.812171936035156,0.2,,
603000,603,1000,592.3321588866149,0.16640803217887878,2.657433032989502,-56.93341064453125,0.2,,
604000,604,1000,627.729418454713,0.17144547402858734,3.006086826324463,-57.5549201965332,0.2,,
605000,605,1000,583.3503551511327,0.20816561579704285,2.334169387817383,-57.678932189941406,0.2,,
606000,606,1000,681.9197797287025,0.15164999663829803,2.21376633644104,-55.23017883300781,0.2,,
607000,607,1000,729.2342683619211,0.187320277094841,3.2793214321136475,-58.958740234375,0.2,,
608000,608,1000,682.7651682638785,0.16810518503189087,3.5067126750946045,-56.65960693359375,0.2,,
609000,609,1000,324.7485052640203,0.20290309190750122,48.075340270996094,-59.450836181640625,0.2,,
610000,610,1000,630.4377824345141,0.18761131167411804,1.6840016841888428,-55.81882095336914,0.2,,
610000,,,,0.18761131167411804,1.6840016841888428,-55.81882095336914,0.2,904.7299761068598,16.817554411485585
611000,611,1000,373.4274705077053,0.21480289101600647,2.627114772796631,-58.544185638427734,0.2,,
612000,612,1000,613.5777638483553,0.18080227077007294,2.644650936126709,-59.04279708862305,0.2,,
613000,613,1000,685.4389938162595,0.18544603884220123,2.900648593902588,-57.760894775390625,0.2,,
614000,614,1000,660.7728083115392,0.1880771368741989,2.3639867305755615,-58.22624206542969,0.2,,
615000,615,1000,633.6921021141438,0.21804405748844147,2.1463875770568848,-58.24718475341797,0.2,,
616000,616,1000,635.3889549065777,0.19000062346458435,2.349616050720215,-57.4576301574707,0.2,,
617000,617,1000,678.3456800773628,0.21424439549446106,2.6052684783935547,-57.509124755859375,0.2,,
618000,618,1000,679.4655819536479,0.20364584028720856,9.123083114624023,-59.20186233520508,0.2,,
619000,619,1000,638.7242064977896,0.20785614848136902,3.021172046661377,-57.477725982666016,0.2,,
620000,620,1000,789.2406581854964,0.1728922724723816,3.27689528465271,-55.82917785644531,0.2,,
620000,,,,0.1728922724723816,3.27689528465271,-55.82917785644531,0.2,925.6982125779163,20.90541087835306
621000,621,1000,692.4849333637545,0.2193516194820404,2.7444169521331787,-56.775474548339844,0.2,,
622000,622,1000,215.59197654075354,0.227960467338562,3.158686876296997,-58.0721435546875,0.2,,
623000,623,1000,272.8449638594038,0.20013907551765442,3.051344394683838,-58.291259765625,0.2,,
624000,624,1000,777.5569441209714,0.17452462017536163,3.035722494125366,-59.34453582763672,0.2,,
625000,625,1000,770.1741931345862,0.17665289342403412,2.1515045166015625,-58.76207733154297,0.2,,
626000,626,1000,742.3258150880874,0.15621042251586914,2.8320260047912598,-56.52564239501953,0.2,,
627000,627,1000,760.4423676981571,0.2126290202140808,2.69830322265625,-55.31606674194336,0.2,,
628000,628,1000,29.915267706550992,0.2046147882938385,3.291818141937256,-59.41956329345703,0.2,,
629000,629,1000,783.0436438110012,0.18756960332393646,3.073957920074463,-58.66149139404297,0.2,,
630000,630,1000,760.9284811067471,0.19814030826091766,3.205979347229004,-57.89159393310547,0.2,,
630000,,,,0.19814030826091766,3.205979347229004,-57.89159393310547,0.2,1077.0903406088232,21.834154989645018
631000,631,1000,226.05849214255883,0.18607747554779053,2.6497907638549805,-59.50784683227539,0.2,,
632000,632,1000,774.6739346461147,0.23913463950157166,3.976766347885132,-60.15705108642578,0.2,,
633000,633,1000,819.8625197869959,0.18641473352909088,2.430006265640259,-57.5269660949707,0.2,,
634000,634,1000,201.20604921982468,0.18776220083236694,9.89113998413086,-58.18009948730469,0.2,,
635000,635,1000,85.55468511875328,0.2192581593990326,40.453819274902344,-58.82310104370117,0.2,,
636000,636,1000,867.9197281887233,0.17836081981658936,2.8010621070861816,-58.80964660644531,0.2,,
637000,637,1000,854.7139083141735,0.17204275727272034,2.629751682281494,-58.73234558105469,0.2,,
638000,638,1000,769.9938362291974,0.2124868482351303,2.9378161430358887,-59.20405960083008,0.2,,
639000,639,1000,782.9230166292706,0.1911582499742508,2.699373245239258,-59.53459930419922,0.2,,
640000,640,1000,847.8882615051699,0.21492892503738403,3.101449489593506,-60.4047737121582,0.2,,
640000,,,,0.21492892503738403,3.101449489593506,-60.4047737121582,0.2,1117.796422792689,30.526224452766122
641000,641,1000,814.2181084072389,0.20281267166137695,9.151302337646484,-60.73564147949219,0.2,,
642000,642,1000,867.4484328756848,0.2149314284324646,2.9835708141326904,-61.65205383300781,0.2,,
643000,643,1000,687.8949906382206,0.1914997696876526,2.803826332092285,-60.68083190917969,0.2,,
644000,644,1000,751.9958887773878,0.21920830011367798,3.1241049766540527,-59.22372817993164,0.2,,
645000,645,1000,884.2404785659328,0.1879061460494995,2.1760058403015137,-60.00889587402344,0.2,,
646000,646,1000,219.52859115014468,0.23076623678207397,3.190463066101074,-62.11090850830078,0.2,,
647000,647,1000,850.1072437075487,0.22729215025901794,9.263142585754395,-62.540321350097656,0.2,,
648000,648,1000,821.6548581587505,0.23471900820732117,2.7743349075317383,-60.99534225463867,0.2,,
649000,649,1000,862.2260923086156,0.19751936197280884,50.33939743041992,-62.526702880859375,0.2,,
650000,650,1000,936.5413461705851,0.19671419262886047,2.861471652984619,-61.649471282958984,0.2,,
650000,,,,0.19671419262886047,2.861471652984619,-61.649471282958984,0.2,1183.991529614398,23.627738095037135
651000,651,1000,755.7400641103237,0.2083476334810257,10.207985877990723,-60.46002197265625,0.2,,
652000,652,1000,780.0980609463779,0.2199290692806244,2.5040037631988525,-61.19110107421875,0.2,,
653000,653,1000,896.984683016869,0.23860085010528564,2.1610348224639893,-60.077117919921875,0.2,,
654000,654,1000,948.4825819660541,0.26077353954315186,39.39585494995117,-63.362457275390625,0.2,,
655000,655,1000,877.5425311768153,0.2146725356578827,2.913479804992676,-61.283870697021484,0.2,,
656000,656,1000,438.2442869954696,0.176402285695076,10.026651382446289,-61.60667419433594,0.2,,
657000,657,1000,775.1482354506209,0.2161511331796646,41.809505462646484,-60.22931671142578,0.2,,
658000,658,1000,936.6848228406822,0.19523009657859802,2.786618709564209,-63.95704650878906,0.2,,
659000,659,1000,-94.28243653300382,0.17703071236610413,2.5575058460235596,-62.62455749511719,0.2,,
660000,660,1000,968.9055692109738,0.268624871969223,16.13494873046875,-63.457035064697266,0.2,,
660000,,,,0.268624871969223,16.13494873046875,-63.457035064697266,0.2,1243.2791998172283,19.63482400138335
661000,661,1000,957.5200003222023,0.2752079963684082,2.8166725635528564,-61.98284149169922,0.2,,
662000,662,1000,946.4170244886677,0.23740653693675995,46.891319274902344,-63.13551330566406,0.2,,
663000,663,1000,247.46772819292912,0.1956070214509964,2.882810115814209,-62.6201286315918,0.2,,
664000,664,1000,931.8404083227339,0.21243230998516083,4.186453819274902,-62.70946502685547,0.2,,
665000,665,1000,982.9279162417085,0.20450398325920105,3.000913619995117,-63.585205078125,0.2,,
666000,666,1000,-1.8451756011607785,0.20472292602062225,3.2974789142608643,-62.26337432861328,0.2,,
667000,667,1000,977.6647745699877,0.18278133869171143,3.3864426612854004,-65.35612487792969,0.2,,
668000,668,1000,940.9985507920695,0.2593817114830017,9.760724067687988,-61.56922912597656,0.2,,
669000,669,1000,929.0006969241874,0.23510998487472534,3.0328574180603027,-61.31720733642578,0.2,,
670000,670,1000,962.4564464045782,0.2140161693096161,2.3207077980041504,-62.273101806640625,0.2,,
670000,,,,0.2140161693096161,2.3207077980041504,-62.273101806640625,0.2,1307.4178038630184,21.883221137562636
671000,671,1000,952.2415143408967,0.22749799489974976,3.209831714630127,-63.81285095214844,0.2,,
672000,672,1000,965.2802679716068,0.2433275431394577,2.6146535873413086,-62.27860641479492,0.2,,
673000,673,1000,1061.9393056494375,0.18567600846290588,3.875802993774414,-65.65717315673828,0.2,,
674000,674,1000,889.2745775122481,0.2030779868364334,3.505246162414551,-64.59736633300781,0.2,,
675000,675,1000,989.3207993650121,0.21534457802772522,3.1157326698303223,-63.59614944458008,0.2,,
676000,676,1000,1016.4624242494536,0.24069944024085999,2.848158359527588,-63.18815231323242,0.2,,
677000,677,1000,1007.1872755841046,0.23857194185256958,3.0985236167907715,-63.031776428222656,0.2,,
678000,678,1000,1048.4907407574042,0.2061183601617813,4.301214218139648,-65.34103393554688,0.2,,
679000,679,1000,997.4446853259183,0.24625033140182495,49.61084747314453,-64.67911529541016,0.2,,
680000,680,1000,1024.538007358557,0.18520185351371765,2.3841552734375,-65.24500274658203,0.2,,
680000,,,,0.18520185351371765,2.3841552734375,-65.24500274658203,0.2,1358.134365326616,24.816946700122408
681000,681,1000,1040.3956594550211,0.2520008981227875,2.888122797012329,-65.5267562866211,0.2,,
682000,682,1000,958.0646401718062,0.23087924718856812,53.749046325683594,-67.92425537109375,0.2,,
683000,683,1000,996.0468830888932,0.25359535217285156,3.2500522136688232,-66.23332214355469,0.2,,
684000,684,1000,1101.1432889369794,0.27239933609962463,2.5738368034362793,-66.29710388183594,0.2,,
685000,685,1000,1085.5410899618378,0.24645674228668213,2.549234390258789,-64.07230377197266,0.2,,
686000,686,1000,999.2584059508915,0.2226703017950058,2.4605603218078613,-67.00350189208984,0.2,,
687000,687,1000,1009.464715356024,0.2582407295703888,4.059264183044434,-66.74808502197266,0.2,,
688000,688,1000,1060.1803019502393,0.2573254704475403,3.733454942703247,-67.27455139160156,0.2,,
689000,689,1000,1133.3186229089151,0.22847899794578552,10.378620147705078,-69.726806640625,0.2,,
690000,690,1000,1061.1210935021097,0.23813441395759583,3.317307472229004,-70.38693237304688,0.2,,
690000,,,,0.23813441395759583,3.317307472229004,-70.38693237304688,0.2,1430.243928562176,18.54323420630907
691000,691,1000,1064.5977817588785,0.22951960563659668,4.078240394592285,-65.78775787353516,0.2,,
692000,692,1000,686.4357119536767,0.2407490760087967,3.034335136413574,-67.78588104248047,0.2,,
693000,693,1000,830.4108575024325,0.22386807203292847,3.934785842895508,-67.88053894042969,0.2,,
694000,694,1000,1140.9110028158045,0.22853314876556396,50.84034729003906,-69.67658996582031,0.2,,
695000,695,1000,1101.867815719196,0.2722659707069397,3.6117634773254395,-69.68721771240234,0.2,,
696000,696,1000,972.5074675364733,0.27977442741394043,3.385456085205078,-66.5908203125,0.2,,
697000,697,1000,1119.0851408451313,0.2950250506401062,10.972898483276367,-68.87866973876953,0.2,,
698000,698,1000,1214.167908079651,0.24538907408714294,2.753335952758789,-68.37158203125,0.2,,
699000,699,1000,1150.4358411745077,0.2266135960817337,3.475982189178467,-68.15232849121094,0.2,,
700000,700,1000,1223.4351637227103,0.24556073546409607,54.172454833984375,-67.5848617553711,0.2,,
700000,,,,0.24556073546409607,54.172454833984375,-67.5848617553711,0.2,1553.1473862978805,12.006754685299951
701000,701,1000,1123.1318629186176,0.24785931408405304,10.170604705810547,-70.48977661132812,0.2,,
702000,702,1000,1138.9758784660994,0.23501241207122803,3.071375608444214,-66.95866394042969,0.2,,
703000,703,1000,1071.2751142013374,0.2777373194694519,5.374709129333496,-69.40636444091797,0.2,,
704000,704,1000,1181.300177321983,0.2493228167295456,9.700454711914062,-66.0125503540039,0.2,,
705000,705,1000,1161.1422273185867,0.2458229959011078,3.1058411598205566,-67.8353271484375,0.2,,
706000,706,1000,1177.844194258793,0.2753385901451111,3.475039005279541,-71.93701171875,0.2,,
707000,707,1000,1163.162724470337,0.2929801642894745,3.160473346710205,-71.53608703613281,0.2,,
708000,708,1000,1130.8459703722763,0.2698625326156616,3.559990882873535,-69.08711242675781,0.2,,
709000,709,1000,1255.4234646604064,0.2462327778339386,2.622859477996826,-69.04283905029297,0.2,,
710000,710,1000,1191.1245563197433,0.2633076012134552,2.7941884994506836,-73.11007690429688,0.2,,
710000,,,,0.2633076012134552,2.7941884994506836,-73.11007690429688,0.2,1577.2489362231047,23.846957523552966
711000,711,1000,1135.9400955897556,0.2618688642978668,11.265311241149902,-71.93804931640625,0.2,,
712000,712,1000,1188.558087773188,0.344025194644928,63.96998596191406,-69.74732971191406,0.2,,
713000,713,1000,1173.121739724906,0.2679558992385864,3.16656494140625,-72.0464096069336,0.2,,
714000,714,1000,289.9760195282653,0.3575500249862671,4.049448013305664,-72.54346466064453,0.2,,
715000,715,1000,1261.6130555331222,0.28591543436050415,4.07037353515625,-66.67646789550781,0.2,,
716000,716,1000,1286.8090811296045,0.2768442928791046,3.622939109802246,-70.25569152832031,0.2,,
717000,717,1000,1131.4015441190982,0.2350490689277649,3.7076525688171387,-71.96925354003906,0.2,,
718000,718,1000,1284.3480438460795,0.3569767475128174,4.065114974975586,-73.60456848144531,0.2,,
719000,719,1000,1183.2886871703156,0.2575243413448334,3.820157766342163,-74.45497131347656,0.2,,
720000,720,1000,1100.7148191139188,0.28413569927215576,58.568206787109375,-72.74165344238281,0.2,,
720000,,,,0.28413569927215576,58.568206787109375,-72.74165344238281,0.2,1647.0893997811058,42.90765905878579
721000,721,1000,1163.6762934744283,0.2989370822906494,4.272247314453125,-74.19358825683594,0.2,,
722000,722,1000,565.997869379751,0.29691046476364136,61.008426666259766,-72.88670349121094,0.2,,
723000,723,1000,1243.291725647942,0.2781338691711426,57.99537658691406,-74.25906372070312,0.2,,
724000,724,1000,1289.8937789251574,0.3149401545524597,3.2717108726501465,-75.3016357421875,0.2,,
725000,725,1000,1247.729682578057,0.37261924147605896,3.44002628326416,-72.91383361816406,0.2,,
726000,726,1000,28.68567055270396,0.3093109130859375,3.541546106338501,-72.9229736328125,0.2,,
727000,727,1000,1128.5891973458922,0.34956711530685425,47.65730285644531,-75.32998657226562,0.2,,
728000,728,1000,1220.0320281328504,0.3091033101081848,3.18357253074646,-74.21931457519531,0.2,,
729000,729,1000,1306.78523524168,0.2919575870037079,3.2304749488830566,-74.35530853271484,0.2,,
730000,730,1000,1329.269594118625,0.2865239381790161,3.6472911834716797,-74.72826385498047,0.2,,
730000,,,,0.2865239381790161,3.6472911834716797,-74.72826385498047,0.2,1639.6382645810895,24.106507099936806
731000,731,1000,1306.4633865975584,0.32319122552871704,3.6405489444732666,-76.69499969482422,0.2,,
732000,732,1000,823.0297435958591,0.27580276131629944,3.3628225326538086,-72.6400146484375,0.2,,
733000,733,1000,1329.2467907754062,0.33531755208969116,4.348193168640137,-76.89219665527344,0.2,,
734000,734,1000,1236.8716177353538,0.294184148311615,4.712761402130127,-71.19783020019531,0.2,,
735000,735,1000,1151.7741388695117,0.2795765697956085,4.495190143585205,-74.0514907836914,0.2,,
736000,736,1000,1272.309714871627,0.33473873138427734,4.955543518066406,-75.97899627685547,0.2,,
737000,737,1000,279.0085845784496,0.3129628300666809,134.1988525390625,-74.3048095703125,0.2,,
738000,738,1000,1189.7224738653374,0.2447742074728012,86.27896118164062,-76.70757293701172,0.2,,
739000,739,1000,1221.6721677631372,0.3402056097984314,3.780022144317627,-77.66924285888672,0.2,,
740000,740,1000,1391.1467083160335,0.2628013491630554,4.662837505340576,-76.65269470214844,0.2,,
740000,,,,0.2628013491630554,4.662837505340576,-76.65269470214844,0.2,1738.3079956622146,10.062923633222345
741000,741,1000,802.4706761653678,0.3085719347000122,5.158364295959473,-77.26315307617188,0.2,,
742000,742,1000,1258.6861427075905,0.2863045334815979,3.8112599849700928,-75.61072540283203,0.2,,
743000,743,1000,1285.2228362612373,0.3409479260444641,4.376677513122559,-77.32364654541016,0.2,,
744000,744,1000,1126.5816225716997,0.2852170467376709,3.261876106262207,-78.33731842041016,0.2,,
745000,745,1000,1360.0314898540414,0.29406893253326416,4.133679389953613,-77.1512222290039,0.2,,
746000,746,1000,1291.869150027689,0.3614984154701233,81.50728607177734,-79.94083404541016,0.2,,
747000,747,1000,1323.5931699663874,0.2866757810115814,3.6002583503723145,-76.28179168701172,0.2,,
748000,748,1000,1335.2486117182668,0.32504749298095703,49.68267822265625,-76.33544921875,0.2,,
749000,749,1000,1311.9555068246834,0.3256571292877197,80.61518859863281,-76.38848876953125,0.2,,
750000,750,1000,398.46806830167003,0.3075428009033203,11.595285415649414,-78.07829284667969,0.2,,
750000,,,,0.3075428009033203,11.595285415649414,-78.07829284667969,0.2,1734.386017464798,57.286925275089516
751000,751,1000,1267.39451404005,0.34637436270713806,4.178661346435547,-77.82890319824219,0.2,,
752000,752,1000,1467.1245979382365,0.2861679494380951,4.645723819732666,-77.16879272460938,0.2,,
753000,753,1000,1333.6873600644265,0.28943315148353577,3.8970136642456055,-77.90385437011719,0.2,,
754000,754,1000,312.9940038262616,0.32868868112564087,3.8497602939605713,-77.06605529785156,0.2,,
755000,755,1000,1303.4031850372783,0.2763710916042328,3.4359729290008545,-80.90928649902344,0.2,,
756000,756,1000,1278.6507773325998,0.3403404653072357,11.830381393432617,-78.78983306884766,0.2,,
757000,757,1000,1339.245991854987,0.32287341356277466,4.2653021812438965,-78.89395904541016,0.2,,
758000,758,1000,1197.4897750020293,0.32976627349853516,68.42351531982422,-78.99034118652344,0.2,,
759000,759,1000,1284.6146441122883,0.2881142497062683,88.27633666992188,-78.55857849121094,0.2,,
760000,760,1000,887.6151979167437,0.3112806975841522,4.365446090698242,-79.77517700195312,0.2,,
760000,,,,0.3112806975841522,4.365446090698242,-79.77517700195312,0.2,1689.8324816246109,22.51539938441551
761000,761,1000,440.3868311756695,0.3305007517337799,5.412431716918945,-79.58097076416016,0.2,,
762000,762,1000,1412.5178090770276,0.3171442151069641,3.49678111076355,-78.26268005371094,0.2,,
763000,763,1000,112.85904877757324,0.2736670970916748,89.68765258789062,-77.88910675048828,0.2,,
764000,764,1000,1315.065854492747,0.2913939952850342,3.7035722732543945,-80.75491333007812,0.2,,
765000,765,1000,1314.36009609098,0.33543169498443604,3.673302412033081,-77.69032287597656,0.2,,
766000,766,1000,1355.7904969092683,0.3230963349342346,3.654026985168457,-80.45866394042969,0.2,,
767000,767,1000,1341.9330935343055,0.2614457309246063,10.357650756835938,-76.03226470947266,0.2,,
768000,768,1000,1332.4106069898291,0.3005392551422119,4.770574569702148,-81.1734848022461,0.2,,
769000,769,1000,1430.1946792077715,0.3386029005050659,3.6709485054016113,-77.28617858886719,0.2,,
770000,770,1000,1340.4820805056047,0.33289772272109985,4.73374080657959,-77.96293640136719,0.2,,
770000,,,,0.33289772272109985,4.73374080657959,-77.96293640136719,0.2,1673.819352077417,48.62485354187774
771000,771,1000,1299.4060850092383,0.2876506447792053,6.028835773468018,-76.8931884765625,0.2,,
